14
72
64
66
44
69
77
43
14
99
57
37
88
47
83
93
13
15
1
3
69
4
45
85
26
12
33
69
3
73
23
38
36
50
9
76
8
19
28
52
42
77
4
75
63
11
44
69
3
31
17
42
69
15
96
44
67
24
88
38
3
23
23
13
6
84
42
83
43
47
7
100
100
78
27
32
7
28
26
7
3
2
72
27
18
13
72
77
42
22
33
33
19
1
27
2
19
75
2
69
71
11
77
99
31
18
42
28
45
20
17
8
7
33
23
21
69
100
59
29
37
74
52
69
57
60
13
